Fecha,Año,Mes,CCAA,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Consumo per capita,Variación consumo 2020 respecto a 2019 (%),Variación consumo 2019 respecto a 2018 (%),Variación precio 2020 respecto a 2019 (%),Variación precio 2019 respecto a 2018 (%)
03-2020,2020,3,Cataluña,NECTARINAS,38.75,65.24,1.68,0.98,0.01,4.278794402583433,-16.7935512763099,-43.10630504927183,16.938609014888844
03-2020,2020,3,Cataluña,ALBARICOQUES,35.05,84.09,2.4,1.35,0.01,50.94745908699396,259.44272445820434,160.34055727554184,332.9758713136729
03-2020,2020,3,Cataluña,FRESAS/FRESON,4794.05,13731.71,2.86,64.79,0.69,-16.06555712349824,40.722527046104645,-13.225163717342642,29.604410202565628
03-2020,2020,3,Cataluña,MELON,1161.82,2527.62,2.18,13.1,0.17,-7.383374254647501,-23.655927066470294,18.24293032067924,-23.9029443489219
03-2020,2020,3,Cataluña,SANDIA,273.24,406.48,1.49,3.34,0.04,-31.84165232358003,-26.309694496525864,-49.70800752251806,-26.425313828479872
03-2020,2020,3,Cataluña,CIRUELAS,171.81,533.41,3.1,6.78,0.02,-31.84306569343066,-15.556746616642092,-35.94211600816622,-21.097266309755046
03-2020,2020,3,Cataluña,CEREZAS,9.48,50.06,5.28,0.67,0.0,15.328467153284667,-67.92820912992585,2.8559687692623803,-55.171778576033894
03-2020,2020,3,Cataluña,UVAS,713.77,3277.9,4.59,15.55,0.1,-3.7721604314122033,53.14022627797505,16.429573587653408,44.43617894520828
03-2020,2020,3,Cataluña,KIWI,2035.44,6032.16,2.96,40.28,0.29,4.184922812333647,24.51117852499555,17.891609826646082,11.359461647615971
03-2020,2020,3,Cataluña,AGUACATE,865.51,3847.96,4.45,31.09,0.13,0.6442085189018179,3.9150766702514566,31.497093569629598,10.265917560657618
03-2020,2020,3,Cataluña,PIÑA,1263.27,2267.08,1.79,22.19,0.18,-20.218389425354147,-1.893467660489349,-13.995121377546951,-1.0841013479031074
03-2020,2020,3,Cataluña,OTRAS FRUTAS FRESCAS,1253.28,4282.83,3.42,29.19,0.18,1.6670317101068324,-9.408712778153383,20.27313166260404,-1.6888039778139161
03-2020,2020,3,Cataluña,POMELO,186.15,312.8,1.68,3.06,0.03,76.36191378493606,-47.47972334179231,79.69782271499972,-49.31427073930641
03-2020,2020,3,Cataluña,FRUTAS IV GAMA,2899.33,6039.34,2.08,34.46,0.42,11.136111867096492,-15.145197174119518,24.06076355008679,-14.849422510796758
03-2020,2020,3,Extremadura,T.FRUTAS FRESCAS,8204.31,12676.36,1.55,96.4,7.32,-1.6460831349306406,3.731752539628666,2.8540456858269754,9.834338731798786
03-2020,2020,3,Extremadura,NARANJAS,2544.49,2473.34,0.97,62.52,2.27,-17.295659833388058,-7.819138417655901,-5.73586804073419,-9.592279040599811
03-2020,2020,3,Extremadura,MANDARINAS,647.04,1111.39,1.72,62.32,0.58,14.784459819052673,8.518625469246317,25.794001131861926,6.186075021333369
03-2020,2020,3,Extremadura,LIMONES,135.77,227.06,1.67,22.95,0.12,-9.402108634725744,-25.980440580855475,5.727323523933698,-36.354206798447095
03-2020,2020,3,Extremadura,PLATANOS,1655.69,2404.22,1.45,89.5,1.48,29.294215030923983,8.510079398032405,11.056091127873726,30.943941740056125
03-2020,2020,3,Extremadura,MANZANAS,1009.79,1477.03,1.46,73.0,0.9,-8.403254628411789,4.654452249857601,-2.3631988788852314,12.745945623658478
03-2020,2020,3,Extremadura,PERAS,636.64,989.1,1.55,63.96,0.57,33.90825147760974,-21.9378037567319,52.57060883246696,-29.19892972205537
03-2020,2020,3,Extremadura,NECTARINAS,104.11,115.26,1.11,1.66,0.09,118.12277393672743,357.6222435282838,55.378808304125094,231.90156599552574
03-2020,2020,3,Extremadura,FRESAS/FRESON,588.62,1582.73,2.69,59.87,0.53,-20.98954348380515,57.33685322069694,-17.62235141648146,31.090172211457094
03-2020,2020,3,Extremadura,MELON,70.38,143.18,2.03,6.0,0.06,-8.466640655481864,53.258919673111414,6.192983757324033,115.90072057646117
03-2020,2020,3,Extremadura,SANDIA,60.3,90.35,1.5,4.84,0.05,37.07660832007273,391.5083798882683,21.913372014572925,417.1667829727844
03-2020,2020,3,Extremadura,CIRUELAS,25.3,73.61,2.91,7.55,0.02,-11.103302881236823,61.98064883323847,-5.555555555555554,17.467972871137913
03-2020,2020,3,Extremadura,UVAS,63.69,227.73,3.58,13.43,0.06,125.77100319035802,-21.13502935420744,116.67935299714559,-39.04772951342574
03-2020,2020,3,Extremadura,KIWI,300.36,741.58,2.47,42.29,0.27,-1.9104536102674523,40.450417392899716,8.529196546172997,-2.037246777823979
03-2020,2020,3,Extremadura,AGUACATE,119.01,416.58,3.5,31.9,0.11,-11.272645940505473,144.71811713191022,-13.022236141559663,199.34375
03-2020,2020,3,Extremadura,PIÑA,68.13,121.17,1.78,10.76,0.06,-39.82511923688394,-13.783125190374653,-44.340836012861736,-5.932679427904774
03-2020,2020,3,Extremadura,OTRAS FRUTAS FRESCAS,165.8,467.04,2.82,33.15,0.15,-2.0094562647754004,41.17647058823529,-8.270647157026408,64.76279852436735
03-2020,2020,3,Extremadura,POMELO,18.91,47.78,2.53,5.01,0.02,-14.434389140271497,-16.72946495855312,47.06063404124345,-27.783951989330962
03-2020,2020,3,Extremadura,FRUTAS IV GAMA,645.96,1035.72,1.6,20.48,0.58,27.355533211096006,27.510181507365882,17.395296117880424,59.31129128369961
03-2020,2020,3,Galicia,T.FRUTAS FRESCAS,25376.01,42339.4,1.67,98.01,9.77,8.024484291417382,2.791623510425984,14.310105518308106,1.5590138766986728
03-2020,2020,3,Galicia,NARANJAS,7397.29,7280.19,0.98,67.41,2.85,-0.5116114550396548,-0.22490334926175368,14.590012985479866,-7.396340601309776
03-2020,2020,3,Galicia,MANDARINAS,2199.67,4433.19,2.02,60.96,0.85,26.548728569784835,-9.089958158995813,65.3829796758886,-22.21693459462596
03-2020,2020,3,Galicia,LIMONES,710.95,1099.55,1.55,35.77,0.27,38.53543521892476,-17.81991128476948,56.130635427760026,-30.49181298670536
03-2020,2020,3,Galicia,PLATANOS,4247.91,6812.24,1.6,89.51,1.64,19.256651478527456,2.032053393678108,6.433267504937133,17.65371960074262
03-2020,2020,3,Galicia,MANZANAS,4349.1,6238.98,1.43,78.06,1.68,13.737345736320592,15.827752181722902,19.471253274507095,5.449611088226032
03-2020,2020,3,Galicia,PERAS,1489.32,2500.55,1.68,46.05,0.57,7.956942481243883,-14.131260192458514,20.970160806548378,-15.847154709852878
03-2020,2020,3,Galicia,NECTARINAS,22.58,83.68,3.71,1.63,0.01,-51.92676176282733,56.985294117647044,-40.30106299493471,65.43137023486366
03-2020,2020,3,Galicia,ALBARICOQUES,19.3,28.18,1.46,1.03,0.01,361.72248803827756,-59.33852140077821,228.82147024504084,-47.64813683567502
03-2020,2020,3,Galicia,FRESAS/FRESON,1638.89,4685.41,2.86,62.27,0.63,-21.619088156944507,36.2844144332047,-19.91847268749573,23.795538891874617
03-2020,2020,3,Galicia,MELON,341.3,601.95,1.76,7.35,0.13,13.272045401745714,17.382835326658615,20.725617215860098,31.28225381779884
03-2020,2020,3,Galicia,SANDIA,79.13,151.1,1.91,2.71,0.03,-16.388419273034664,-2.623726720856052,-6.02649418496175,-8.402643272188676
03-2020,2020,3,Galicia,CIRUELAS,125.54,419.38,3.34,10.07,0.05,186.42482318047,-69.63419703477899,206.69884452245134,-68.76299257567105
03-2020,2020,3,Galicia,CEREZAS,3.15,5.01,1.59,0.26,0.0,-61.72539489671932,100.24330900243308,-77.82204515272244,29.976985040276187
03-2020,2020,3,Galicia,UVAS,204.35,811.72,3.97,14.73,0.08,-16.157223156771835,-2.492398783805416,-4.099619574206651,-3.3756093106085747
03-2020,2020,3,Galicia,KIWI,1063.11,2740.76,2.58,45.77,0.41,12.81716596096907,1.8547942540289981,25.817009966167383,-9.262560710447607
03-2020,2020,3,Galicia,AGUACATE,348.16,1551.37,4.46,26.32,0.13,23.90035587188613,24.972203691349794,27.86367757355971,63.40300597963691
03-2020,2020,3,Galicia,PIÑA,583.39,895.53,1.54,15.18,0.22,6.2602455283960525,23.430755395683445,4.119288454830828,20.600689867915545
03-2020,2020,3,Galicia,OTRAS FRUTAS FRESCAS,552.88,2000.59,3.62,30.4,0.21,27.759676487579434,-17.362079171997628,18.040050978263437,-0.7728156249268193
03-2020,2020,3,Galicia,POMELO,73.7,107.62,1.46,2.76,0.03,-13.619315518049685,-22.745382107931913,-10.599767403223119,-40.4648862512364
03-2020,2020,3,Galicia,FRUTAS IV GAMA,761.42,1401.71,1.84,24.55,0.29,-11.407162637004639,-27.182302654432377,-19.168334188719278,-18.52212073372426
03-2020,2020,3,La Rioja,T.FRUTAS FRESCAS,2339.27,3891.79,1.66,97.63,7.62,15.595428108337817,-2.301880416153708,12.004915588863375,-3.46423659827469
03-2020,2020,3,La Rioja,NARANJAS,689.7,738.26,1.07,69.36,2.25,24.319550091928345,-2.1275845035636265,38.442785883058924,-18.309384478691136
03-2020,2020,3,La Rioja,MANDARINAS,323.61,574.46,1.78,59.72,1.05,78.95813747718852,-16.537431920982176,107.38628158844767,-28.833851450299314
03-2020,2020,3,La Rioja,LIMONES,93.45,160.42,1.72,47.37,0.3,42.086057473012026,9.470705725699064,44.14592506065233,22.37739168682649
03-2020,2020,3,La Rioja,PLATANOS,443.09,728.25,1.64,85.9,1.44,12.140615509212385,4.714705960300009,6.254924275584347,7.214591871851829
03-2020,2020,3,La Rioja,MANZANAS,254.83,374.52,1.47,80.62,0.83,-7.432162446874208,-13.460752569865766,-12.2883439893206,-1.072702840461516
03-2020,2020,3,La Rioja,PERAS,103.91,155.37,1.5,40.06,0.34,0.33796832753958506,-33.679154658981744,1.033944596176358,-38.82324859768469
03-2020,2020,3,La Rioja,FRESAS/FRESON,221.3,613.17,2.77,61.29,0.72,4.072610985703549,67.32766761095372,11.295240861073783,34.766762065507216
03-2020,2020,3,La Rioja,MELON,9.74,26.19,2.69,4.11,0.03,-47.99786438868126,-19.127806563039723,-27.87110988708345,-15.675801207617276
03-2020,2020,3,La Rioja,SANDIA,3.12,8.75,2.8,1.91,0.01,-56.60639777468707,413.5714285714287,-25.149700598802394,421.8749999999999
03-2020,2020,3,La Rioja,CIRUELAS,6.79,22.08,3.25,6.13,0.02,-35.14804202483286,-5.929919137466308,-22.878099895214813,-35.284810126582286
03-2020,2020,3,La Rioja,UVAS,1.47,16.79,11.4,4.27,0.0,-74.07407407407408,73.92638036809817,-44.20073113991359,89.8422712933754
03-2020,2020,3,La Rioja,KIWI,93.88,228.54,2.43,34.56,0.31,0.805325888542897,67.4096710408053,-26.712416623909697,98.34626637832335
03-2020,2020,3,La Rioja,AGUACATE,14.86,83.28,5.6,21.5,0.05,-55.69469290399523,15.416379903647629,-47.695013189297825,46.84128008853637
03-2020,2020,3,La Rioja,PIÑA,58.44,106.58,1.82,28.7,0.19,173.3395696913003,-69.5615034168565,257.29131746563866,-83.35472350873276
03-2020,2020,3,La Rioja,OTRAS FRUTAS FRESCAS,21.07,55.14,2.62,15.57,0.07,-53.76344086021505,-13.216530184726716,-57.059419048360716,-25.343023255813957
03-2020,2020,3,La Rioja,FRUTAS IV GAMA,64.38,107.93,1.68,26.67,0.21,158.6580956207312,-80.85973546601045,173.03313938780673,-83.20587985385333
03-2020,2020,3,Madrid,T.FRUTAS FRESCAS,52243.97,91512.44,1.75,97.21,8.58,6.157715945652355,11.070752464324956,15.668206551036937,13.433308959525142
03-2020,2020,3,Madrid,NARANJAS,14898.62,15466.31,1.04,69.61,2.45,8.374565552317764,-2.4170473138200665,26.85850630506783,-5.9749261945379315
03-2020,2020,3,Madrid,MANDARINAS,5771.45,11444.71,1.98,63.27,0.95,27.57376752040777,10.673728502580923,54.87695461834616,5.042488649318682
03-2020,2020,3,Madrid,LIMONES,1569.85,2622.85,1.67,43.33,0.26,18.83980075398567,3.504799216454458,46.18411445705909,-12.091621754042134
03-2020,2020,3,Madrid,PLATANOS,7801.22,12547.67,1.61,85.67,1.28,10.649795684481813,15.354044705936253,5.213963605140422,24.89969471165175
03-2020,2020,3,Madrid,MANZANAS,6698.27,10812.98,1.61,77.35,1.1,2.1393815464236674,18.13863248232777,13.715625226763853,8.711643115196434
03-2020,2020,3,Madrid,PERAS,3650.72,6405.44,1.75,57.41,0.6,6.667913315081608,-0.1671411569784952,28.78051918808504,-4.063942969783703
03-2020,2020,3,Madrid,MELOCOTONES,29.27,166.92,5.7,0.49,0.0,385.4063018242123,-54.35276305828918,1999.6226415094338,-40.31531531531532
03-2020,2020,3,Madrid,NECTARINAS,62.59,94.25,1.51,1.93,0.01,-51.96469685341519,211.127029608405,-64.8871172043812,247.3343685300207
03-2020,2020,3,Madrid,ALBARICOQUES,6.87,7.71,1.12,0.26,0.0,-69.61521450685537,71.28787878787878,-72.06521739130434,12.515287403179782
03-2020,2020,3,Madrid,FRESAS/FRESON,4243.04,11257.98,2.65,66.53,0.7,-21.748479891411602,59.48017494169102,-18.519569306618987,46.21204825906922
03-2020,2020,3,Madrid,MELON,934.14,1521.28,1.63,11.87,0.15,13.844541399566143,-25.376962112806705,-4.073448180190187,9.960269859869792
03-2020,2020,3,Madrid,SANDIA,295.0,354.32,1.2,4.78,0.05,-17.721872036592853,49.24242424242424,-39.5017672067888,41.92211694574356
03-2020,2020,3,Madrid,CIRUELAS,270.88,831.31,3.07,10.95,0.04,20.236140086111238,44.314906155915686,37.13008478770082,52.022469092459325
03-2020,2020,3,Madrid,CEREZAS,22.53,36.92,1.64,0.87,0.0,-9.44533762057877,-72.94770033706644,-64.39729990356798,-55.840395179491544
03-2020,2020,3,Madrid,UVAS,444.76,2016.87,4.53,15.84,0.07,9.549496293012139,67.86157281071694,40.08960200041674,70.76468704408782
03-2020,2020,3,Madrid,KIWI,2113.34,5931.69,2.81,41.91,0.35,6.785039362121421,21.60571203853905,18.758971956442092,16.61347372844752
03-2020,2020,3,Madrid,AGUACATE,809.96,3100.19,3.83,33.03,0.13,14.668365541162315,46.93890287283394,33.10506498134496,33.55256367618895
03-2020,2020,3,Madrid,PIÑA,1327.04,2445.34,1.84,21.73,0.22,27.869263159923303,9.678407998055432,57.45201439729054,8.862081534234273
03-2020,2020,3,Madrid,OTRAS FRUTAS FRESCAS,1294.42,4447.69,3.44,29.76,0.21,-10.768424753383014,2.677661381653465,10.82210417206529,3.5820749141195014
03-2020,2020,3,Madrid,POMELO,118.88,267.37,2.25,2.92,0.02,18.170974155069587,-61.65866300785121,62.9609313098068,-66.15089434919848
03-2020,2020,3,Madrid,FRUTAS IV GAMA,2560.71,4744.97,1.85,35.97,0.42,16.354656076481966,27.591804552253535,32.105629489392506,11.855402026090669
03-2020,2020,3,Murcia,T.FRUTAS FRESCAS,9698.09,15905.34,1.64,97.73,6.98,22.786433605035995,-7.64616604266007,24.055970236563162,-6.090827721484308
03-2020,2020,3,Murcia,NARANJAS,2440.52,2478.61,1.02,52.59,1.76,43.17595156521332,-17.9648096099796,74.15997976362793,-21.503543752240695
03-2020,2020,3,Murcia,MANDARINAS,647.7,1138.51,1.76,40.45,0.47,53.86991020097878,-7.8078801550625245,59.34582709345126,-5.885374817234605
03-2020,2020,3,Murcia,LIMONES,368.47,528.63,1.43,32.29,0.27,120.61429768889953,-44.27279703713589,174.9414885317522,-50.64811725146949
03-2020,2020,3,Murcia,PLATANOS,2051.73,2910.03,1.42,83.84,1.48,22.931695626123428,5.100755667506298,9.664715835647826,15.091884577183478
03-2020,2020,3,Murcia,MANZANAS,1503.32,2370.21,1.58,77.96,1.08,33.345160059961486,-15.697183151251382,49.55138559386199,-17.885269004393592
03-2020,2020,3,Murcia,PERAS,732.58,1154.9,1.58,49.64,0.53,7.395950918446637,3.1951105127002624,21.09043250327655,-2.2917264270786384
03-2020,2020,3,Murcia,FRESAS/FRESON,850.15,2244.18,2.64,70.98,0.61,-9.200140981960717,20.917708440954634,-9.14949862156353,12.483834538533001
03-2020,2020,3,Murcia,MELON,45.88,100.74,2.2,4.07,0.03,-56.091492008804664,-21.050245561012467,-51.60220994475139,-10.202761000862814
03-2020,2020,3,Murcia,SANDIA,40.02,67.63,1.69,3.03,0.03,-72.15418870025047,60.92262904489978,-72.53380985257685,113.09389874513198
03-2020,2020,3,Murcia,CIRUELAS,24.25,68.16,2.81,3.79,0.02,70.17543859649122,-38.23146944083225,35.61480302427377,-37.89694797973558
03-2020,2020,3,Murcia,UVAS,66.83,304.92,4.56,12.09,0.05,-38.93457602339181,12.004912496162119,-22.76595744680851,30.17673437087841
03-2020,2020,3,Murcia,KIWI,298.23,888.43,2.98,36.87,0.21,51.22458293190001,-26.594952728355548,64.1683759262339,-24.21012828412974
03-2020,2020,3,Murcia,AGUACATE,161.84,641.03,3.96,32.77,0.12,65.70082932323129,-43.49435927104425,93.17442140790743,-53.27184397662465
03-2020,2020,3,Murcia,PIÑA,245.57,393.5,1.6,14.59,0.18,-25.115116030860246,0.12824035907301026,-27.383786377309043,24.810558076329542
03-2020,2020,3,Murcia,OTRAS FRUTAS FRESCAS,212.56,607.44,2.86,24.94,0.15,13.220411206988384,-21.034700315457407,22.007753027898858,-26.926746216958016
03-2020,2020,3,Murcia,POMELO,19.78,33.71,1.7,2.28,0.01,33.73901284651794,0.5438477226376498,62.61456825856248,-3.266448903406436
03-2020,2020,3,Murcia,FRUTAS IV GAMA,534.11,1010.76,1.89,32.4,0.38,14.783374881801775,6.159883190363205,14.286360398457731,14.754119631503817
03-2020,2020,3,Navarra,T.FRUTAS FRESCAS,5150.87,8875.12,1.72,96.53,8.97,16.188007813733574,-5.124073063465044,19.915580572722586,-0.019722800097263616
03-2020,2020,3,Navarra,NARANJAS,1613.43,1775.1,1.1,62.45,2.81,22.363960411057608,-15.01943167976076,46.844469445662334,-17.935819365525486
03-2020,2020,3,Navarra,MANDARINAS,584.2,1123.13,1.92,74.98,1.02,17.974918718067823,4.895356719200138,36.788580754381485,2.7673475518173642
03-2020,2020,3,Navarra,LIMONES,166.09,266.73,1.61,51.77,0.29,78.78363832077501,-10.232872741327654,114.41318327974277,-14.0587219343696
03-2020,2020,3,Navarra,PLATANOS,831.13,1430.85,1.72,83.13,1.45,31.5557877075518,-6.784212467724089,28.660833910314633,3.045661761980643
03-2020,2020,3,Navarra,MANZANAS,745.04,1082.03,1.45,65.97,1.3,28.022544504776945,-13.815623843021099,26.90052306898412,-14.093134785499828
03-2020,2020,3,Navarra,PERAS,178.41,278.98,1.56,30.31,0.31,30.16926893331387,-24.576271186440675,31.681298971018595,-19.257593658294894
03-2020,2020,3,Navarra,FRESAS/FRESON,427.97,1146.36,2.68,64.24,0.75,-40.81782227507812,86.98350312871696,-41.25508603990941,77.29383012165317
03-2020,2020,3,Navarra,MELON,10.2,22.92,2.25,2.86,0.02,-74.10510281797411,-51.85773649474456,-66.03438055720213,-39.25645872715816
03-2020,2020,3,Navarra,SANDIA,50.63,63.64,1.26,1.45,0.09,-31.8481626060035,1897.0430107526884,-46.40390769749031,1238.6696730552424
03-2020,2020,3,Navarra,CIRUELAS,15.96,56.42,3.53,3.57,0.03,867.2727272727274,-84.73635522664199,964.5283018867925,-84.05535499398316
03-2020,2020,3,Navarra,CEREZAS,8.71,7.75,0.89,2.13,0.02,61.296296296296305,215.78947368421058,-4.320987654320983,-21.05263157894737
03-2020,2020,3,Navarra,UVAS,17.84,90.7,5.09,10.91,0.03,-26.885245901639344,-23.41494036409291,31.20208303196877,-42.000167799312024
03-2020,2020,3,Navarra,KIWI,246.08,726.11,2.95,53.09,0.43,105.56344499206418,-31.54734675205856,106.75702611122185,-32.67191963344261
03-2020,2020,3,Navarra,AGUACATE,110.56,411.73,3.72,42.07,0.19,123.21825156470825,-31.616733397763362,114.09703083563,-27.430188679245283
03-2020,2020,3,Navarra,PIÑA,55.64,116.35,2.09,18.35,0.1,-38.24639289678135,-32.174043962661855,-35.08703414416425,-1.0816777041942494
03-2020,2020,3,Navarra,OTRAS FRUTAS FRESCAS,80.99,261.54,3.23,22.35,0.14,68.09879618098795,-50.04147656574035,105.45168892380205,-54.17731543140996
03-2020,2020,3,Navarra,POMELO,10.49,24.52,2.34,6.72,0.02,-65.14950166112956,179.7397769516729,-49.401568303755674,106.0374149659864
03-2020,2020,3,Navarra,FRUTAS IV GAMA,260.92,505.73,1.94,43.57,0.45,-0.8248128017028239,10.858756109893806,-10.81700671874725,33.503625576796324
03-2020,2020,3,Pais Vasco,T.FRUTAS FRESCAS,20221.26,35504.65,1.76,98.34,9.98,12.08633324815597,-1.00896202784466,18.12789479410343,0.7596842052330766
03-2020,2020,3,Pais Vasco,NARANJAS,6035.67,6520.37,1.08,72.95,2.98,14.233180156104497,-10.225081259992896,26.528049987386716,-12.967185151407678
03-2020,2020,3,Pais Vasco,MANDARINAS,1696.72,3583.78,2.11,61.17,0.84,-4.410679376454215,6.201536473291218,17.352081129845093,3.4477268646958508
03-2020,2020,3,Pais Vasco,LIMONES,613.81,1062.14,1.73,53.62,0.3,52.575192642306725,-24.10579535164504,85.32593523171414,-38.72405940276485
03-2020,2020,3,Pais Vasco,PLATANOS,2913.08,4937.1,1.69,80.95,1.44,13.283738221809152,3.313352243051474,0.20763689725932433,25.77497759885224
03-2020,2020,3,Pais Vasco,MANZANAS,3024.68,4732.5,1.56,72.05,1.49,17.077286925825145,2.398354327025968,26.453581582266306,-7.652143444069104
03-2020,2020,3,Pais Vasco,PERAS,1296.44,2203.11,1.7,53.24,0.64,6.004905968928868,10.606663531454615,14.458569936772992,9.71454302944629
03-2020,2020,3,Pais Vasco,NECTARINAS,6.92,13.83,2.0,0.55,0.0,-65.57213930348259,-48.619631901840485,-75.94782608695652,-25.198386886952
03-2020,2020,3,Pais Vasco,FRESAS/FRESON,2068.73,5172.97,2.5,74.9,1.02,12.615815087807162,41.234450202205025,6.948929677518072,21.15745414194142
03-2020,2020,3,Pais Vasco,MELON,183.14,365.0,1.99,9.65,0.09,-39.224795911594875,-46.758776656831394,-33.86243386243386,-20.46921835370071
03-2020,2020,3,Pais Vasco,SANDIA,24.22,57.45,2.37,1.95,0.01,-35.67065073041169,-24.29117233058516,-42.864246643460966,-4.664833601972126
03-2020,2020,3,Pais Vasco,CIRUELAS,75.28,264.94,3.52,10.23,0.04,26.22401073105299,-49.419048426766174,85.90976071854608,-61.92219312777214
03-2020,2020,3,Pais Vasco,CEREZAS,4.19,6.29,1.5,0.59,0.0,152.40963855421688,-58.60349127182044,91.76829268292684,-83.83440118284868
03-2020,2020,3,Pais Vasco,UVAS,150.02,679.6,4.53,13.45,0.07,19.186462222928423,-12.49913103927702,45.943392174547945,-9.46103593093794
03-2020,2020,3,Pais Vasco,KIWI,835.83,2459.1,2.94,43.47,0.41,18.056752214014328,3.937343100841207,33.02355270417934,2.6281311067685156
03-2020,2020,3,Pais Vasco,AGUACATE,319.25,1308.91,4.1,29.99,0.16,22.16354800443884,18.759372869802306,35.49652695106677,11.748510613684996
03-2020,2020,3,Pais Vasco,PIÑA,398.13,735.36,1.85,19.25,0.2,-20.119981541301343,-3.3920645073753066,-9.083490968435893,-6.159504362353806
03-2020,2020,3,Pais Vasco,OTRAS FRUTAS FRESCAS,521.81,1310.3,2.51,26.77,0.26,48.71042206959445,-2.340662399109386,45.593742013622666,-6.57427592650264
